,player,pl_acc,pl_pps,min_start,min_mid,min_end,shots_count,shots_made,shots_freq,shots_acc,group
18788,Sterling Brown,42.3,115.4,17,16.5,17,1,0,0.9,0.0,MIL
18789,Ersan Ilyasova,43.3,97.0,17,16.5,17,5,4,4.5,80.0,MIL
18790,Brook Lopez,42.6,99.2,17,16.5,17,19,6,17.1,31.6,MIL
18791,Wesley Matthews,43.0,117.2,17,16.5,17,13,7,11.7,53.8,MIL
18792,George Hill,57.6,145.7,17,16.5,17,3,1,2.7,33.3,MIL
18793,Donte DiVincenzo,51.6,122.1,17,16.5,17,5,2,4.5,40.0,MIL
18794,Eric Bledsoe,44.4,97.0,17,16.5,17,11,6,9.9,54.5,MIL
18795,Khris Middleton,50.3,114.5,17,16.5,17,15,5,13.5,33.3,MIL
18796,Giannis Antetokounmpo,57.0,119.6,17,16.5,17,24,17,21.6,70.8,MIL
18797,Robin Lopez,49.1,114.0,18,17.5,18,2,2,1.8,100.0,MIL
18798,Kyle Korver,40.0,112.2,18,17.5,18,6,5,5.4,83.3,MIL
18799,Others,45.0,106.7,18,17.5,18,1,1,0.9,100.0,MIL
18800,Pat Connaughton,52.6,121.1,18,17.5,18,2,1,1.8,50.0,MIL
18801,Sterling Brown,42.3,115.4,18,17.5,18,1,0,0.9,0.0,MIL
18802,Ersan Ilyasova,43.3,97.0,18,17.5,18,8,3,7.2,37.5,MIL
18803,Brook Lopez,42.6,99.2,18,17.5,18,16,6,14.4,37.5,MIL
18804,Wesley Matthews,43.0,117.2,18,17.5,18,11,5,9.9,45.5,MIL
18805,George Hill,57.6,145.7,18,17.5,18,1,1,0.9,100.0,MIL
18806,Donte DiVincenzo,51.6,122.1,18,17.5,18,12,9,10.8,75.0,MIL
18807,Eric Bledsoe,44.4,97.0,18,17.5,18,18,6,16.2,33.3,MIL
18808,Khris Middleton,50.3,114.5,18,17.5,18,20,14,18.0,70.0,MIL
18809,Giannis Antetokounmpo,57.0,119.6,18,17.5,18,13,6,11.7,46.2,MIL
18810,Robin Lopez,49.1,114.0,19,18.5,19,3,1,3.1,33.3,MIL
18811,Kyle Korver,40.0,112.2,19,18.5,19,3,2,3.1,66.7,MIL
18812,Others,45.0,106.7,19,18.5,19,0,0,0.0,0.0,MIL
18813,Pat Connaughton,52.6,121.1,19,18.5,19,2,2,2.0,100.0,MIL
18814,Sterling Brown,42.3,115.4,19,18.5,19,1,0,1.0,0.0,MIL
18815,Ersan Ilyasova,43.3,97.0,19,18.5,19,9,2,9.2,22.2,MIL
18816,Brook Lopez,42.6,99.2,19,18.5,19,12,5,12.2,41.7,MIL
18817,Wesley Matthews,43.0,117.2,19,18.5,19,13,5,13.3,38.5,MIL
18818,George Hill,57.6,145.7,19,18.5,19,3,1,3.1,33.3,MIL
18819,Donte DiVincenzo,51.6,122.1,19,18.5,19,8,1,8.2,12.5,MIL
18820,Eric Bledsoe,44.4,97.0,19,18.5,19,11,7,11.2,63.6,MIL
18821,Khris Middleton,50.3,114.5,19,18.5,19,19,11,19.4,57.9,MIL
18822,Giannis Antetokounmpo,57.0,119.6,19,18.5,19,14,11,14.3,78.6,MIL
18823,Robin Lopez,49.1,114.0,20,19.5,20,4,2,3.7,50.0,MIL
18824,Kyle Korver,40.0,112.2,20,19.5,20,2,0,1.9,0.0,MIL
18825,Others,45.0,106.7,20,19.5,20,1,0,0.9,0.0,MIL
18826,Pat Connaughton,52.6,121.1,20,19.5,20,4,1,3.7,25.0,MIL
18827,Sterling Brown,42.3,115.4,20,19.5,20,2,2,1.9,100.0,MIL
18828,Ersan Ilyasova,43.3,97.0,20,19.5,20,10,6,9.3,60.0,MIL
18829,Brook Lopez,42.6,99.2,20,19.5,20,15,5,14.0,33.3,MIL
18830,Wesley Matthews,43.0,117.2,20,19.5,20,12,5,11.2,41.7,MIL
18831,George Hill,57.6,145.7,20,19.5,20,2,0,1.9,0.0,MIL
18832,Donte DiVincenzo,51.6,122.1,20,19.5,20,8,6,7.5,75.0,MIL
18833,Eric Bledsoe,44.4,97.0,20,19.5,20,13,6,12.1,46.2,MIL
18834,Khris Middleton,50.3,114.5,20,19.5,20,22,9,20.6,40.9,MIL
18835,Giannis Antetokounmpo,57.0,119.6,20,19.5,20,12,4,11.2,33.3,MIL
18836,Robin Lopez,49.1,114.0,21,20.5,21,4,3,4.0,75.0,MIL
18837,Kyle Korver,40.0,112.2,21,20.5,21,3,1,3.0,33.3,MIL
18838,Others,45.0,106.7,21,20.5,21,2,0,2.0,0.0,MIL
18839,Pat Connaughton,52.6,121.1,21,20.5,21,0,0,0.0,0.0,MIL
18840,Sterling Brown,42.3,115.4,21,20.5,21,2,2,2.0,100.0,MIL
18841,Ersan Ilyasova,43.3,97.0,21,20.5,21,8,5,7.9,62.5,MIL
18842,Brook Lopez,42.6,99.2,21,20.5,21,15,8,14.9,53.3,MIL
18843,Wesley Matthews,43.0,117.2,21,20.5,21,8,3,7.9,37.5,MIL
18844,George Hill,57.6,145.7,21,20.5,21,11,5,10.9,45.5,MIL
18845,Donte DiVincenzo,51.6,122.1,21,20.5,21,10,5,9.9,50.0,MIL
18846,Eric Bledsoe,44.4,97.0,21,20.5,21,15,4,14.9,26.7,MIL
18847,Khris Middleton,50.3,114.5,21,20.5,21,12,6,11.9,50.0,MIL
18848,Giannis Antetokounmpo,57.0,119.6,21,20.5,21,11,8,10.9,72.7,MIL
18849,Robin Lopez,49.1,114.0,22,21.5,22,4,2,4.0,50.0,MIL
18850,Kyle Korver,40.0,112.2,22,21.5,22,5,2,5.0,40.0,MIL
18851,Others,45.0,106.7,22,21.5,22,1,0,1.0,0.0,MIL
18852,Pat Connaughton,52.6,121.1,22,21.5,22,5,3,5.0,60.0,MIL
18853,Sterling Brown,42.3,115.4,22,21.5,22,7,2,7.0,28.6,MIL
18854,Ersan Ilyasova,43.3,97.0,22,21.5,22,7,3,7.0,42.9,MIL
18855,Brook Lopez,42.6,99.2,22,21.5,22,5,2,5.0,40.0,MIL
18856,Wesley Matthews,43.0,117.2,22,21.5,22,8,3,8.0,37.5,MIL
18857,George Hill,57.6,145.7,22,21.5,22,10,6,10.0,60.0,MIL
18858,Donte DiVincenzo,51.6,122.1,22,21.5,22,12,7,12.0,58.3,MIL
18859,Eric Bledsoe,44.4,97.0,22,21.5,22,7,2,7.0,28.6,MIL
18860,Khris Middleton,50.3,114.5,22,21.5,22,17,9,17.0,52.9,MIL
18861,Giannis Antetokounmpo,57.0,119.6,22,21.5,22,12,8,12.0,66.7,MIL
18862,Robin Lopez,49.1,114.0,23,22.5,23,5,1,5.4,20.0,MIL
18863,Kyle Korver,40.0,112.2,23,22.5,23,5,1,5.4,20.0,MIL
18864,Others,45.0,106.7,23,22.5,23,2,2,2.2,100.0,MIL
18865,Pat Connaughton,52.6,121.1,23,22.5,23,1,1,1.1,100.0,MIL
18866,Sterling Brown,42.3,115.4,23,22.5,23,2,1,2.2,50.0,MIL
18867,Ersan Ilyasova,43.3,97.0,23,22.5,23,5,1,5.4,20.0,MIL
18868,Brook Lopez,42.6,99.2,23,22.5,23,4,2,4.3,50.0,MIL
18869,Wesley Matthews,43.0,117.2,23,22.5,23,5,3,5.4,60.0,MIL
18870,George Hill,57.6,145.7,23,22.5,23,12,7,12.9,58.3,MIL
18871,Donte DiVincenzo,51.6,122.1,23,22.5,23,9,6,9.7,66.7,MIL
18872,Eric Bledsoe,44.4,97.0,23,22.5,23,6,2,6.5,33.3,MIL
18873,Khris Middleton,50.3,114.5,23,22.5,23,18,12,19.4,66.7,MIL
18874,Giannis Antetokounmpo,57.0,119.6,23,22.5,23,19,11,20.4,57.9,MIL
18875,Robin Lopez,49.1,114.0,24,23.5,24,6,2,4.8,33.3,MIL
18876,Kyle Korver,40.0,112.2,24,23.5,24,11,4,8.9,36.4,MIL
18877,Others,45.0,106.7,24,23.5,24,0,0,0.0,0.0,MIL
18878,Pat Connaughton,52.6,121.1,24,23.5,24,3,1,2.4,33.3,MIL
18879,Sterling Brown,42.3,115.4,24,23.5,24,5,3,4.0,60.0,MIL
18880,Ersan Ilyasova,43.3,97.0,24,23.5,24,4,1,3.2,25.0,MIL
18881,Brook Lopez,42.6,99.2,24,23.5,24,5,1,4.0,20.0,MIL
18882,Wesley Matthews,43.0,117.2,24,23.5,24,5,2,4.0,40.0,MIL
18883,George Hill,57.6,145.7,24,23.5,24,21,12,16.9,57.1,MIL
18884,Donte DiVincenzo,51.6,122.1,24,23.5,24,6,1,4.8,16.7,MIL
18885,Eric Bledsoe,44.4,97.0,24,23.5,24,6,3,4.8,50.0,MIL
18886,Khris Middleton,50.3,114.5,24,23.5,24,28,10,22.6,35.7,MIL
18887,Giannis Antetokounmpo,57.0,119.6,24,23.5,24,24,9,19.4,37.5,MIL
18888,Robin Lopez,51.2,114.0,25,24.5,25,0,0,0.0,0.0,MIL
18889,Kyle Korver,43.2,124.3,25,24.5,25,0,0,0.0,0.0,MIL
18890,Others,45.0,106.7,25,24.5,25,0,0,0.0,0.0,MIL
18891,Pat Connaughton,34.5,81.0,25,24.5,25,0,0,0.0,0.0,MIL
18892,Sterling Brown,47.1,117.6,25,24.5,25,1,1,1.3,100.0,MIL
18893,Ersan Ilyasova,50.0,113.2,25,24.5,25,2,1,2.6,50.0,MIL
18894,Brook Lopez,39.1,90.9,25,24.5,25,12,4,15.8,33.3,MIL
18895,Wesley Matthews,44.4,113.3,25,24.5,25,12,6,15.8,50.0,MIL
18896,George Hill,49.4,115.2,25,24.5,25,0,0,0.0,0.0,MIL
18897,Donte DiVincenzo,46.3,107.3,25,24.5,25,3,1,3.9,33.3,MIL
18898,Eric Bledsoe,47.1,102.9,25,24.5,25,10,7,13.2,70.0,MIL
18899,Khris Middleton,50.3,113.4,25,24.5,25,10,6,13.2,60.0,MIL
18900,Giannis Antetokounmpo,57.7,125.7,25,24.5,25,26,14,34.2,53.8,MIL
18901,Robin Lopez,51.2,114.0,26,25.5,26,2,1,1.9,50.0,MIL
18902,Kyle Korver,43.2,124.3,26,25.5,26,0,0,0.0,0.0,MIL
18903,Others,45.0,106.7,26,25.5,26,0,0,0.0,0.0,MIL
18904,Pat Connaughton,34.5,81.0,26,25.5,26,0,0,0.0,0.0,MIL
18905,Sterling Brown,47.1,117.6,26,25.5,26,1,0,1.0,0.0,MIL
18906,Ersan Ilyasova,50.0,113.2,26,25.5,26,1,1,1.0,100.0,MIL
18907,Brook Lopez,39.1,90.9,26,25.5,26,10,6,9.5,60.0,MIL
18908,Wesley Matthews,44.4,113.3,26,25.5,26,11,5,10.5,45.5,MIL
18909,George Hill,49.4,115.2,26,25.5,26,0,0,0.0,0.0,MIL
18910,Donte DiVincenzo,46.3,107.3,26,25.5,26,6,3,5.7,50.0,MIL
18911,Eric Bledsoe,47.1,102.9,26,25.5,26,24,10,22.9,41.7,MIL
18912,Khris Middleton,50.3,113.4,26,25.5,26,16,9,15.2,56.2,MIL
18913,Giannis Antetokounmpo,57.7,125.7,26,25.5,26,34,20,32.4,58.8,MIL
18914,Robin Lopez,51.2,114.0,27,26.5,27,1,0,0.9,0.0,MIL
18915,Kyle Korver,43.2,124.3,27,26.5,27,0,0,0.0,0.0,MIL
18916,Others,45.0,106.7,27,26.5,27,0,0,0.0,0.0,MIL
18917,Pat Connaughton,34.5,81.0,27,26.5,27,1,0,0.9,0.0,MIL
18918,Sterling Brown,47.1,117.6,27,26.5,27,0,0,0.0,0.0,MIL
18919,Ersan Ilyasova,50.0,113.2,27,26.5,27,0,0,0.0,0.0,MIL
18920,Brook Lopez,39.1,90.9,27,26.5,27,16,5,15.0,31.2,MIL
18921,Wesley Matthews,44.4,113.3,27,26.5,27,13,8,12.1,61.5,MIL
18922,George Hill,49.4,115.2,27,26.5,27,0,0,0.0,0.0,MIL
18923,Donte DiVincenzo,46.3,107.3,27,26.5,27,4,2,3.7,50.0,MIL
18924,Eric Bledsoe,47.1,102.9,27,26.5,27,20,9,18.7,45.0,MIL
18925,Khris Middleton,50.3,113.4,27,26.5,27,18,12,16.8,66.7,MIL
18926,Giannis Antetokounmpo,57.7,125.7,27,26.5,27,34,21,31.8,61.8,MIL
18927,Robin Lopez,51.2,114.0,28,27.5,28,1,0,1.0,0.0,MIL
18928,Kyle Korver,43.2,124.3,28,27.5,28,0,0,0.0,0.0,MIL
18929,Others,45.0,106.7,28,27.5,28,0,0,0.0,0.0,MIL
18930,Pat Connaughton,34.5,81.0,28,27.5,28,0,0,0.0,0.0,MIL
18931,Sterling Brown,47.1,117.6,28,27.5,28,0,0,0.0,0.0,MIL
18932,Ersan Ilyasova,50.0,113.2,28,27.5,28,1,1,1.0,100.0,MIL
18933,Brook Lopez,39.1,90.9,28,27.5,28,12,5,12.1,41.7,MIL
18934,Wesley Matthews,44.4,113.3,28,27.5,28,14,8,14.1,57.1,MIL
18935,George Hill,49.4,115.2,28,27.5,28,0,0,0.0,0.0,MIL
18936,Donte DiVincenzo,46.3,107.3,28,27.5,28,5,3,5.1,60.0,MIL
18937,Eric Bledsoe,47.1,102.9,28,27.5,28,18,9,18.2,50.0,MIL
18938,Khris Middleton,50.3,113.4,28,27.5,28,19,12,19.2,63.2,MIL
18939,Giannis Antetokounmpo,57.7,125.7,28,27.5,28,29,19,29.3,65.5,MIL
18940,Robin Lopez,51.2,114.0,29,28.5,29,0,0,0.0,0.0,MIL
18941,Kyle Korver,43.2,124.3,29,28.5,29,0,0,0.0,0.0,MIL
18942,Others,45.0,106.7,29,28.5,29,0,0,0.0,0.0,MIL
18943,Pat Connaughton,34.5,81.0,29,28.5,29,1,0,1.0,0.0,MIL
18944,Sterling Brown,47.1,117.6,29,28.5,29,0,0,0.0,0.0,MIL
18945,Ersan Ilyasova,50.0,113.2,29,28.5,29,0,0,0.0,0.0,MIL
18946,Brook Lopez,39.1,90.9,29,28.5,29,19,6,19.2,31.6,MIL
18947,Wesley Matthews,44.4,113.3,29,28.5,29,13,5,13.1,38.5,MIL
18948,George Hill,49.4,115.2,29,28.5,29,1,1,1.0,100.0,MIL
18949,Donte DiVincenzo,46.3,107.3,29,28.5,29,5,3,5.1,60.0,MIL
18950,Eric Bledsoe,47.1,102.9,29,28.5,29,16,9,16.2,56.2,MIL
18951,Khris Middleton,50.3,113.4,29,28.5,29,21,9,21.2,42.9,MIL
18952,Giannis Antetokounmpo,57.7,125.7,29,28.5,29,23,14,23.2,60.9,MIL
18953,Robin Lopez,51.2,114.0,30,29.5,30,0,0,0.0,0.0,MIL
18954,Kyle Korver,43.2,124.3,30,29.5,30,0,0,0.0,0.0,MIL
18955,Others,45.0,106.7,30,29.5,30,1,0,1.0,0.0,MIL
18956,Pat Connaughton,34.5,81.0,30,29.5,30,1,1,1.0,100.0,MIL
18957,Sterling Brown,47.1,117.6,30,29.5,30,2,1,2.0,50.0,MIL
18958,Ersan Ilyasova,50.0,113.2,30,29.5,30,3,2,3.0,66.7,MIL
18959,Brook Lopez,39.1,90.9,30,29.5,30,11,3,11.0,27.3,MIL
18960,Wesley Matthews,44.4,113.3,30,29.5,30,17,5,17.0,29.4,MIL
18961,George Hill,49.4,115.2,30,29.5,30,3,1,3.0,33.3,MIL
18962,Donte DiVincenzo,46.3,107.3,30,29.5,30,7,4,7.0,57.1,MIL
18963,Eric Bledsoe,47.1,102.9,30,29.5,30,13,7,13.0,53.8,MIL
18964,Khris Middleton,50.3,113.4,30,29.5,30,19,10,19.0,52.6,MIL
18965,Giannis Antetokounmpo,57.7,125.7,30,29.5,30,23,14,23.0,60.9,MIL
18966,Robin Lopez,51.2,114.0,31,30.5,31,2,0,2.4,0.0,MIL
18967,Kyle Korver,43.2,124.3,31,30.5,31,0,0,0.0,0.0,MIL
18968,Others,45.0,106.7,31,30.5,31,1,0,1.2,0.0,MIL
18969,Pat Connaughton,34.5,81.0,31,30.5,31,2,1,2.4,50.0,MIL
18970,Sterling Brown,47.1,117.6,31,30.5,31,1,1,1.2,100.0,MIL
18971,Ersan Ilyasova,50.0,113.2,31,30.5,31,4,2,4.7,50.0,MIL
18972,Brook Lopez,39.1,90.9,31,30.5,31,9,3,10.6,33.3,MIL
18973,Wesley Matthews,44.4,113.3,31,30.5,31,6,2,7.1,33.3,MIL
18974,George Hill,49.4,115.2,31,30.5,31,5,2,5.9,40.0,MIL
18975,Donte DiVincenzo,46.3,107.3,31,30.5,31,6,3,7.1,50.0,MIL
18976,Eric Bledsoe,47.1,102.9,31,30.5,31,11,5,12.9,45.5,MIL
18977,Khris Middleton,50.3,113.4,31,30.5,31,18,6,21.2,33.3,MIL
18978,Giannis Antetokounmpo,57.7,125.7,31,30.5,31,20,14,23.5,70.0,MIL
18979,Robin Lopez,51.2,114.0,32,31.5,32,7,5,6.3,71.4,MIL
18980,Kyle Korver,43.2,124.3,32,31.5,32,1,0,0.9,0.0,MIL
18981,Others,45.0,106.7,32,31.5,32,0,0,0.0,0.0,MIL
18982,Pat Connaughton,34.5,81.0,32,31.5,32,6,1,5.4,16.7,MIL
18983,Sterling Brown,47.1,117.6,32,31.5,32,5,3,4.5,60.0,MIL
18984,Ersan Ilyasova,50.0,113.2,32,31.5,32,8,5,7.2,62.5,MIL
18985,Brook Lopez,39.1,90.9,32,31.5,32,8,3,7.2,37.5,MIL
18986,Wesley Matthews,44.4,113.3,32,31.5,32,4,1,3.6,25.0,MIL
18987,George Hill,49.4,115.2,32,31.5,32,13,6,11.7,46.2,MIL
18988,Donte DiVincenzo,46.3,107.3,32,31.5,32,11,2,9.9,18.2,MIL
18989,Eric Bledsoe,47.1,102.9,32,31.5,32,7,2,6.3,28.6,MIL
18990,Khris Middleton,50.3,113.4,32,31.5,32,18,8,16.2,44.4,MIL
18991,Giannis Antetokounmpo,57.7,125.7,32,31.5,32,23,13,20.7,56.5,MIL
18992,Robin Lopez,51.2,114.0,33,32.5,33,8,3,8.9,37.5,MIL
18993,Kyle Korver,43.2,124.3,33,32.5,33,5,5,5.6,100.0,MIL
18994,Others,45.0,106.7,33,32.5,33,2,1,2.2,50.0,MIL
18995,Pat Connaughton,34.5,81.0,33,32.5,33,11,4,12.2,36.4,MIL
18996,Sterling Brown,47.1,117.6,33,32.5,33,4,3,4.4,75.0,MIL
18997,Ersan Ilyasova,50.0,113.2,33,32.5,33,12,3,13.3,25.0,MIL
18998,Brook Lopez,39.1,90.9,33,32.5,33,5,3,5.6,60.0,MIL
18999,Wesley Matthews,44.4,113.3,33,32.5,33,0,0,0.0,0.0,MIL
19000,George Hill,49.4,115.2,33,32.5,33,11,8,12.2,72.7,MIL
19001,Donte DiVincenzo,46.3,107.3,33,32.5,33,7,4,7.8,57.1,MIL
19002,Eric Bledsoe,47.1,102.9,33,32.5,33,1,0,1.1,0.0,MIL
19003,Khris Middleton,50.3,113.4,33,32.5,33,13,7,14.4,53.8,MIL
19004,Giannis Antetokounmpo,57.7,125.7,33,32.5,33,11,5,12.2,45.5,MIL
19005,Robin Lopez,51.2,114.0,34,33.5,34,6,4,6.5,66.7,MIL
19006,Kyle Korver,43.2,124.3,34,33.5,34,8,4,8.7,50.0,MIL
19007,Others,45.0,106.7,34,33.5,34,5,3,5.4,60.0,MIL
19008,Pat Connaughton,34.5,81.0,34,33.5,34,17,5,18.5,29.4,MIL
19009,Sterling Brown,47.1,117.6,34,33.5,34,5,2,5.4,40.0,MIL
19010,Ersan Ilyasova,50.0,113.2,34,33.5,34,12,5,13.0,41.7,MIL
19011,Brook Lopez,39.1,90.9,34,33.5,34,4,2,4.3,50.0,MIL
19012,Wesley Matthews,44.4,113.3,34,33.5,34,0,0,0.0,0.0,MIL
19013,George Hill,49.4,115.2,34,33.5,34,10,7,10.9,70.0,MIL
19014,Donte DiVincenzo,46.3,107.3,34,33.5,34,8,2,8.7,25.0,MIL
19015,Eric Bledsoe,47.1,102.9,34,33.5,34,3,1,3.3,33.3,MIL
19016,Khris Middleton,50.3,113.4,34,33.5,34,8,3,8.7,37.5,MIL
19017,Giannis Antetokounmpo,57.7,125.7,34,33.5,34,6,3,6.5,50.0,MIL
19018,Robin Lopez,51.2,114.0,35,34.5,35,8,5,8.2,62.5,MIL
19019,Kyle Korver,43.2,124.3,35,34.5,35,10,2,10.2,20.0,MIL
19020,Others,45.0,106.7,35,34.5,35,2,2,2.0,100.0,MIL
19021,Pat Connaughton,34.5,81.0,35,34.5,35,7,1,7.1,14.3,MIL
19022,Sterling Brown,47.1,117.6,35,34.5,35,4,2,4.1,50.0,MIL
19023,Ersan Ilyasova,50.0,113.2,35,34.5,35,11,6,11.2,54.5,MIL
19024,Brook Lopez,39.1,90.9,35,34.5,35,3,2,3.1,66.7,MIL
19025,Wesley Matthews,44.4,113.3,35,34.5,35,0,0,0.0,0.0,MIL
19026,George Hill,49.4,115.2,35,34.5,35,22,11,22.4,50.0,MIL
19027,Donte DiVincenzo,46.3,107.3,35,34.5,35,10,4,10.2,40.0,MIL
19028,Eric Bledsoe,47.1,102.9,35,34.5,35,3,1,3.1,33.3,MIL
19029,Khris Middleton,50.3,113.4,35,34.5,35,8,3,8.2,37.5,MIL
19030,Giannis Antetokounmpo,57.7,125.7,35,34.5,35,10,4,10.2,40.0,MIL
19031,Robin Lopez,51.2,114.0,36,35.5,36,8,4,6.1,50.0,MIL
19032,Kyle Korver,43.2,124.3,36,35.5,36,13,5,9.8,38.5,MIL
19033,Others,45.0,106.7,36,35.5,36,6,2,4.5,33.3,MIL
19034,Pat Connaughton,34.5,81.0,36,35.5,36,12,7,9.1,58.3,MIL
19035,Sterling Brown,47.1,117.6,36,35.5,36,11,3,8.3,27.3,MIL
19036,Ersan Ilyasova,50.0,113.2,36,35.5,36,22,12,16.7,54.5,MIL
19037,Brook Lopez,39.1,90.9,36,35.5,36,1,1,0.8,100.0,MIL
19038,Wesley Matthews,44.4,113.3,36,35.5,36,0,0,0.0,0.0,MIL
19039,George Hill,49.4,115.2,36,35.5,36,14,3,10.6,21.4,MIL
19040,Donte DiVincenzo,46.3,107.3,36,35.5,36,10,7,7.6,70.0,MIL
19041,Eric Bledsoe,47.1,102.9,36,35.5,36,10,4,7.6,40.0,MIL
19042,Khris Middleton,50.3,113.4,36,35.5,36,11,5,8.3,45.5,MIL
19043,Giannis Antetokounmpo,57.7,125.7,36,35.5,36,14,5,10.6,35.7,MIL
19044,Robin Lopez,50.0,100.0,37,36.5,37,10,7,11.4,70.0,MIL
19045,Kyle Korver,40.0,105.0,37,36.5,37,12,5,13.6,41.7,MIL
19046,Others,45.0,106.7,37,36.5,37,2,1,2.3,50.0,MIL
19047,Pat Connaughton,50.0,120.0,37,36.5,37,7,3,8.0,42.9,MIL
19048,Sterling Brown,46.7,110.0,37,36.5,37,4,2,4.5,50.0,MIL
19049,Ersan Ilyasova,50.0,119.4,37,36.5,37,5,2,5.7,40.0,MIL
19050,Brook Lopez,43.9,101.5,37,36.5,37,5,2,5.7,40.0,MIL
19051,Wesley Matthews,27.3,75.0,37,36.5,37,2,1,2.3,50.0,MIL
19052,George Hill,53.7,126.8,37,36.5,37,5,3,5.7,60.0,MIL
19053,Donte DiVincenzo,41.0,96.7,37,36.5,37,8,2,9.1,25.0,MIL
19054,Eric Bledsoe,44.8,97.6,37,36.5,37,7,2,8.0,28.6,MIL
19055,Khris Middleton,47.8,112.7,37,36.5,37,7,3,8.0,42.9,MIL
19056,Giannis Antetokounmpo,53.9,115.0,37,36.5,37,14,7,15.9,50.0,MIL
19057,Robin Lopez,50.0,100.0,38,37.5,38,4,2,4.5,50.0,MIL
19058,Kyle Korver,40.0,105.0,38,37.5,38,7,2,7.9,28.6,MIL
19059,Others,45.0,106.7,38,37.5,38,1,0,1.1,0.0,MIL
19060,Pat Connaughton,50.0,120.0,38,37.5,38,2,0,2.2,0.0,MIL
19061,Sterling Brown,46.7,110.0,38,37.5,38,4,1,4.5,25.0,MIL
19062,Ersan Ilyasova,50.0,119.4,38,37.5,38,3,0,3.4,0.0,MIL
19063,Brook Lopez,43.9,101.5,38,37.5,38,5,1,5.6,20.0,MIL
19064,Wesley Matthews,27.3,75.0,38,37.5,38,2,1,2.2,50.0,MIL
19065,George Hill,53.7,126.8,38,37.5,38,4,2,4.5,50.0,MIL
19066,Donte DiVincenzo,41.0,96.7,38,37.5,38,9,2,10.1,22.2,MIL
19067,Eric Bledsoe,44.8,97.6,38,37.5,38,15,10,16.9,66.7,MIL
19068,Khris Middleton,47.8,112.7,38,37.5,38,10,5,11.2,50.0,MIL
19069,Giannis Antetokounmpo,53.9,115.0,38,37.5,38,23,14,25.8,60.9,MIL
19070,Robin Lopez,50.0,100.0,39,38.5,39,2,0,2.3,0.0,MIL
19071,Kyle Korver,40.0,105.0,39,38.5,39,5,5,5.8,100.0,MIL
19072,Others,45.0,106.7,39,38.5,39,0,0,0.0,0.0,MIL
19073,Pat Connaughton,50.0,120.0,39,38.5,39,2,1,2.3,50.0,MIL
19074,Sterling Brown,46.7,110.0,39,38.5,39,6,4,7.0,66.7,MIL
19075,Ersan Ilyasova,50.0,119.4,39,38.5,39,6,5,7.0,83.3,MIL
19076,Brook Lopez,43.9,101.5,39,38.5,39,7,5,8.1,71.4,MIL
19077,Wesley Matthews,27.3,75.0,39,38.5,39,4,0,4.7,0.0,MIL
19078,George Hill,53.7,126.8,39,38.5,39,5,3,5.8,60.0,MIL
19079,Donte DiVincenzo,41.0,96.7,39,38.5,39,4,0,4.7,0.0,MIL
19080,Eric Bledsoe,44.8,97.6,39,38.5,39,19,8,22.1,42.1,MIL
19081,Khris Middleton,47.8,112.7,39,38.5,39,7,5,8.1,71.4,MIL
19082,Giannis Antetokounmpo,53.9,115.0,39,38.5,39,19,10,22.1,52.6,MIL
19083,Robin Lopez,50.0,100.0,40,39.5,40,2,0,2.6,0.0,MIL
19084,Kyle Korver,40.0,105.0,40,39.5,40,5,2,6.5,40.0,MIL
19085,Others,45.0,106.7,40,39.5,40,1,0,1.3,0.0,MIL
19086,Pat Connaughton,50.0,120.0,40,39.5,40,7,5,9.1,71.4,MIL
19087,Sterling Brown,46.7,110.0,40,39.5,40,1,0,1.3,0.0,MIL
19088,Ersan Ilyasova,50.0,119.4,40,39.5,40,2,2,2.6,100.0,MIL
19089,Brook Lopez,43.9,101.5,40,39.5,40,8,3,10.4,37.5,MIL
19090,Wesley Matthews,27.3,75.0,40,39.5,40,6,1,7.8,16.7,MIL
19091,George Hill,53.7,126.8,40,39.5,40,0,0,0.0,0.0,MIL
19092,Donte DiVincenzo,41.0,96.7,40,39.5,40,3,2,3.9,66.7,MIL
19093,Eric Bledsoe,44.8,97.6,40,39.5,40,13,9,16.9,69.2,MIL
19094,Khris Middleton,47.8,112.7,40,39.5,40,9,5,11.7,55.6,MIL
19095,Giannis Antetokounmpo,53.9,115.0,40,39.5,40,20,13,26.0,65.0,MIL
19096,Robin Lopez,50.0,100.0,41,40.5,41,0,0,0.0,0.0,MIL
19097,Kyle Korver,40.0,105.0,41,40.5,41,4,0,5.5,0.0,MIL
19098,Others,45.0,106.7,41,40.5,41,0,0,0.0,0.0,MIL
19099,Pat Connaughton,50.0,120.0,41,40.5,41,1,0,1.4,0.0,MIL
19100,Sterling Brown,46.7,110.0,41,40.5,41,1,0,1.4,0.0,MIL
19101,Ersan Ilyasova,50.0,119.4,41,40.5,41,2,1,2.7,50.0,MIL
19102,Brook Lopez,43.9,101.5,41,40.5,41,12,3,16.4,25.0,MIL
19103,Wesley Matthews,27.3,75.0,41,40.5,41,4,1,5.5,25.0,MIL
19104,George Hill,53.7,126.8,41,40.5,41,2,1,2.7,50.0,MIL
19105,Donte DiVincenzo,41.0,96.7,41,40.5,41,3,1,4.1,33.3,MIL
19106,Eric Bledsoe,44.8,97.6,41,40.5,41,17,4,23.3,23.5,MIL
19107,Khris Middleton,47.8,112.7,41,40.5,41,12,9,16.4,75.0,MIL
